Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Justin Topa","MIL","SIRP","MLB","31.1583333",,28,"70 / 70","60 / 60","","","30 / 30","35+",230.2,0.18731118,0.06143001,0.48090523,4.682081513652826,3.6530810587243883,"15145"
"Brent Honeywell Jr.","OAK","SP","MLB","27.0944444",,29,"50 / 50","","","60 / 60","60 / 60","40",497.2,0.26132404,0.05823793,0.39269406,3.0562607937921027,3.1039761272480395,"16466"
"Daniel Duarte","CIN","SIRP","MLB","25.4166666",,26,"60 / 60","60 / 60","","","40 / 40","40",142.2,0.21416804,0.07413509,0.4676259,3.532709677702724,3.3872150890516277,"17480"
"Julian Fernandez","COL","SIRP","AAA","26.4138888",,37,"70 / 70","","","45 / 45","20 / 20","35+",196.1,0.21621622,0.12220917,0.47663551,3.713072884853574,4.321949146533082,"18341"
"Kirby Snead","OAK","SIRP","MLB","27.575",,37,"45 / 45","55 / 55","","45 / 50","45 / 45","35+",236.1,0.24850895,0.09542744,0.55844156,2.856135463443115,3.499241605395959,"19179"
"A.J. Puk","OAK","SIRP","MLB","27.025",,22,"50 / 55","60 / 60","50 / 55","55 / 60","40 / 40","40",231.2,0.32,0.089,0.43639576,4.42877633424074,3.3235827203408155,"19343"
"Daulton Jefferies","OAK","SP","MLB","26.7555555",,7,"45 / 45","50 / 50","","60 / 60","60 / 60","45",176.1,0.25784447,0.0313779,0.44047619,3.9300574617910313,3.773334006738281,"19345"
"Jason Foley","DET","SIRP","AAA","26.5083333",,20,"60 / 60","45 / 45","","","40 / 40","40",124.1,0.23809524,0.09157509,0.54093567,3.6916890457980593,3.543530142057509,"19531"
"Jimmy Lambert","CHW","SP","AAA","27.4611111",,9,"45 / 45","50 / 55","45 / 45","50 / 50","45 / 45","40",414.2,0.23445522,0.08043354,0.4550173,4.275723105549439,3.6388007598681633,"19541"
"Sixto Sanchez","MIA","SP","AAA","23.7638888",83,0,"60 / 60","50 / 50","","60 / 70","50 / 55","50",335.1,0.22072072,0.04804805,0.49513514,2.5765402669621715,3.0190218235996222,"19680"
"Connor Seabold","BOS","SP","AAA","26.2777777",,7,"40 / 40","50 / 50","45 / 45","55 / 60","55 / 60","45",284,0.25086505,0.06401384,0.40740741,3.327463964675623,3.6730584570648706,"19695"
"Reiver Sanmartin","CIN","SP","AAA","26.0527777",,32,"30 / 30","45 / 45","","50 / 50","60 / 60","35+",427.2,0.22451253,0.04846797,0.52184466,3.219798173265592,3.0622350773678333,"19754"
"Bryan Baker","BAL","SIRP","MLB","27.4222222",,36,"60 / 60","40 / 40","","45 / 50","30 / 30","35+",249,0.26566885,0.10757717,0.43485086,3.1807234032197473,4.190354086998222,"19804"
"Alexander Wells","BAL","SP","MLB","25.1861111",,32,"30 / 30","45 / 45","50 / 50","40 / 45","55 / 70","40",533.2,0.19626168,0.03925234,0.39546599,2.8500953144709196,3.6135564391747614,"19845"
"Alex Faedo","DET","SP","MLB","26.4777777",,16,"45 / 45","60 / 60","","40 / 45","55 / 60","40",252,0.25556631,0.06098742,0.30994152,3.8214335752518105,3.4680985491391385,"19874"
"Clarke Schmidt","NYY","SP","AAA","26.2055555",,6,"60 / 60","","70 / 70","40 / 45","45 / 45","45+",152,0.28525641,0.07371795,0.52105263,3.138158682310878,2.867251024581754,"19899"
"Adam Oller","OAK","SP","AAA","27.5472222",,18,"60 / 60","40 / 40","50 / 50","55 / 55","50 / 55","40",383.1,0.24460875,0.07332101,0.45525292,4.038261264730394,3.7117582517423293,"20132"
"Brendan McKay","TBR","SP","MLB","26.3777777",,42,"30 / 40","","50 / 50","50 / 55","55 / 70","35+",184.2,0.33661972,0.05915493,0.43520782,2.193139601214932,2.5703076178872566,"20186"
"Mike Baumann","BAL","SIRP","AAA","26.65",,23,"55 / 60","70 / 70","45 / 45","40 / 45","40 / 40","40",369.2,0.24347826,0.10301003,0.41640379,2.9215508764528177,3.750978902404049,"20206"
"Zach Logue","OAK","SP","AAA","26.0305555",,19,"40 / 40","45 / 45","","60 / 60","60 / 60","40",430.1,0.22596965,0.0623946,0.38802297,3.513557856285875,3.847404851943922,"20231"
"Deivi Garcia","NYY","SP","AAA","22.9583333",,11,"45 / 45","50 / 55","55 / 55","45 / 55","40 / 50","45",398.1,0.30553936,0.11895044,0.36899563,4.360669219423632,3.7808242118661024,"20276"
"Cory Abbott","CHC","SP","AAA","26.6222222",,26,"40 / 40","50 / 50","45 / 45","45 / 45","55 / 55","40",377.2,0.28490208,0.09412508,0.37302424,3.6460690474456765,3.632093870014805,"20277"
"Jhonathan Diaz","LAA","SP","AAA","25.6416666",,23,"40 / 40","55 / 60","50 / 50","50 / 50","50 / 50","35+",600,0.22709163,0.07450199,0.52351863,3.3600019439708513,3.58089890979304,"20298"
"Alec Bettinger","MIL","SP","AAA","26.8083333",,25,"45 / 45","","50 / 55","","50 / 55","35+",411,0.23201856,0.06844548,0.40374787,4.44525823878362,3.8126294669329317,"20312"
"Blake Cederlind","PIT","SIRP","MLB","26.3333333",,48,"60 / 60","50 / 50","","","30 / 35","35+",184.1,0.21575758,0.11272727,0.47151277,4.931285674847781,4.3078243666174565,"20344"
"Riley O'Brien","CIN","SIRP","AAA","27.2444444",,29,"55 / 55","","55 / 60","45 / 50","45 / 50","40",353.1,0.25968729,0.11012916,0.44971751,3.3622641811934435,3.978681521211454,"20348"
"Isaac Mattson","BAL","SIRP","AAA","26.8055555",,46,"55 / 55","40 / 40","45 / 50","40 / 40","45 / 45","35+",224,0.29234088,0.09061489,0.45672192,3.174107142857143,3.551548587972567,"20385"
"Jovani Moran","MIN","SIRP","MLB","25.0277777",,36,"45 / 45","45 / 45","","70 / 70","40 / 40","35+",232.2,0.37033084,0.12059765,0.44713656,2.6690539918029144,2.8739328099217247,"20422"
"Kyle Nelson","ARI","MIRP","MLB","25.8222222",,41,"40 / 45","50 / 60","","","40 / 40","35+",149.2,0.34197731,0.08589951,0.37730061,2.826281860228505,2.851136550037528,"20515"
"Kutter Crawford","BOS","SP","MLB","26.0916666",,21,"50 / 50","","55 / 55","","50 / 55","40",327.2,0.28301887,0.08272859,0.39084507,3.625640353329268,3.514824010176368,"20531"
"Edwin Uceta","ARI","SP","AAA","24.3194444",,28,"40 / 40","","50 / 50","45 / 50","45 / 55","40",370.2,0.26705277,0.07722008,0.38871795,3.7149279874619685,3.8527549655443925,"20539"
"Bowden Francis","TOR","SP","AAA","26.0333333",,10,"45 / 45","55 / 55","45 / 45","45 / 50","50 / 55","40",432.2,0.24156692,0.08269859,0.358159,4.285050535213432,4.076513852819345,"20548"
"Felix Bautista","BAL","SIRP","MLB","26.8722222",,35,"70 / 70","","","","30 / 35","35+",222.2,0.26735751,0.12953368,0.47148289,3.233533469631119,3.6654383490863927,"20666"
"Humberto Mejia","ARI","SP","AAA","25.1694444",,36,"50 / 50","45 / 45","55 / 55","40 / 45","40 / 45","40",389,0.2354798,0.06439394,0.36594544,3.239073787799326,3.7121070429254255,"20739"
"Cristopher Sanchez","PHI","MIRP","AAA","25.3944444",,28,"50 / 55","45 / 45","45 / 45","50 / 55","40 / 40","35+",344.1,0.20130293,0.10488599,0.5462963,4.5479187521996085,3.9462064382491864,"20778"
"Elvin Rodriguez","DET","SP","AAA","24.0944444",,19,"40 / 45","","50 / 50","50 / 55","40 / 50","40",511,0.22133082,0.07361963,0.36542516,3.6810173652099767,4.040417520493426,"20962"
"Eduard Bazardo","BOS","SIRP","AAA","26.675",,22,"50 / 50","","70 / 70","","30 / 35","40",332.1,0.27393225,0.06701031,0.3804878,2.789368130994471,2.9084154050430744,"20997"
"Oliver Ortega","LAA","SIRP","MLB","25.5888888",,33,"55 / 55","","50 / 50","","40 / 40","35+",308,0.2627183,0.10933941,0.43742099,4.061687431341269,3.784629404625899,"21025"
"Jhoan Duran","MIN","SP","MLB","24.3222222",,7,"60 / 60","","50 / 50","","40 / 45","45+",390.1,0.23331329,0.0865905,0.54384328,3.988897688752206,3.4936142232424032,"21029"
"Luis Gil","NYY","SIRP","AAA","23.9194444",,12,"60 / 70","55 / 60","","30 / 40","35 / 40","45",298.1,0.30491551,0.1390169,0.39296188,3.439106401771085,3.8331943129037054,"21052"
"Dauri Moreta","CIN","SIRP","MLB","26.0527777",,45,"60 / 60","45 / 50","","40 / 45","50 / 50","35+",252,0.3164919,0.08198284,0.37919463,3.17857181049398,3.2203085891282717,"21101"
"Miguel Yajure","PIT","SP","AAA","24.0083333",,14,"50 / 55","","50 / 50","50 / 55","50 / 60","45",339.1,0.21132898,0.06100218,0.48942918,2.599211539963282,3.337242460799229,"21111"
"Alexis Diaz","CIN","SIRP","MLB","25.6",,33,"55 / 55","50 / 55","","","40 / 45","35+",199,0.30216648,0.09692132,0.37881874,4.025125664308972,3.6317095586568486,"21132"
"Dany Jimenez","OAK","SIRP","MLB","26.3638888",,41,"55 / 55","50 / 55","","","30 / 30","35+",241.2,0.32770606,0.09533267,0.42495479,3.202758932447974,2.732600973115822,"21170"
"Joe Ryan","MIN","MIRP","MLB","25.9138888",,6,"70 / 70","50 / 50","40 / 40","45 / 50","50 / 60","45+",226,0.37172178,0.0604333,0.3611691,2.668141547884282,2.471536238679064,"21390"
"Ryan Feltner","COL","MIRP","AAA","25.6722222",,17,"50 / 50","50 / 50","50 / 50","40 / 45","45 / 45","40",287.2,0.25864909,0.08319605,0.45666235,3.6292002278816233,3.953725372217737,"21446"
"Konnor Pilkington","CLE","SP","AAA","24.6444444",,39,"30 / 30","40 / 40","40 / 40","50 / 50","55 / 55","35+",249.1,0.26582278,0.09542356,0.39089482,3.970588042924308,3.7909131853236406,"21453"
"Cole Sands","MIN","MIRP","AAA","24.7972222",,14,"55 / 55","","70 / 70","45 / 50","40 / 45","40+",190.1,0.28015564,0.07522698,0.39203354,2.9316992931067425,3.6181102118371276,"21461"
"Elvis Peguero","LAA","SIRP","MLB","25.1222222",,34,"60 / 60","55 / 60","","","35 / 50","35+",224,0.201,0.092,0.50306748,4.660714444457273,4.097275898861241,"21652"
"Kervin Castro","SFG","SIRP","AAA","23.2416666",,26,"60 / 60","","50 / 55","","30 / 40","40",140.2,0.26989619,0.09515571,0.48265896,2.943127217156631,3.9056691816223457,"21656"
"Edward Cabrera","MIA","SP","AAA","24.0583333",109,0,"60 / 60","50 / 60","","45 / 55","45 / 50","50",349,0.25152957,0.08361659,0.45136612,3.5071660647064213,3.487271466430775,"21690"
"Jose Marte","LAA","SIRP","AAA","25.8888888",,32,"70 / 70","55 / 60","","","30 / 30","35+",312.2,0.23635057,0.11997126,0.48481308,4.749461890348686,4.137777194911264,"21761"
"Gregory Santos","SFG","SIRP","AAA","22.6833333",,7,"60 / 60","70 / 70","","45 / 45","40 / 45","45",202,0.18273543,0.09529148,0.61677632,3.430691935527747,3.849500719334447,"21894"
"Brailyn Marquez","CHC","SIRP","AA","23.2611111",,20,"70 / 70","45 / 45","","50 / 55","30 / 35","40+",257,0.26258005,0.09240622,0.51785714,3.1867704989682766,3.365233308229823,"21896"
"Luis Frias","ARI","SIRP","MLB","23.9472222",,12,"55 / 55","45 / 45","45 / 45","","30 / 40","45",307.2,0.27097768,0.10238645,0.43676662,3.7735629041169996,3.8106250548949,"21997"
"Max Kranick","PIT","SP","AAA","24.7861111",,44,"50 / 55","45 / 50","","40 / 45","45 / 45","40",323.2,0.1966967,0.05855856,0.40252898,3.5036077385090283,3.9843202613126123,"22175"
"Hunter Greene","CIN","SP","MLB","22.7444444",32,1,"80 / 80","55 / 60","","40 / 45","50 / 60","55",179,0.31075697,0.08366534,0.42758621,3.9720680125738848,3.4066994598363256,"22182"
"Hans Crouse","PHI","MIRP","AAA","23.6361111",,8,"55 / 55","50 / 60","","45 / 50","40 / 45","45",254.2,0.26416907,0.07973103,0.34509202,3.498690191079734,4.053175828914704,"22192"
"Shane Baz","TBR","SP","MLB","22.8805555",11,1,"60 / 60","60 / 60","50 / 50","55 / 55","45 / 50","60",236,0.28109201,0.09403438,0.45391304,3.0889834253242574,3.5759272815073992,"22264"
"Angel De Jesus","DET","SIRP","AAA","25.225",,29,"70 / 70","55 / 60","","","30 / 30","35+",267.1,0.27748227,0.10283688,0.43396226,2.9625946505771044,3.529923366228094,"22323"
"Stephen Ridings","NYY","SIRP","MLB","26.7222222",,21,"70 / 70","55 / 55","","","45 / 45","40+",142,0.32733224,0.11129296,0.40372671,4.246478873239437,3.8063123207232423,"22358"
"Roansy Contreras","PIT","SP","AAA","22.4916666",42,3,"60 / 60","55 / 55","60 / 60","30 / 40","50 / 50","50",313.2,0.23160341,0.07126259,0.4185766,3.0988334655464205,3.636020584447769,"22810"
"Janson Junk","LAA","SP","AAA","26.3027777",,7,"50 / 50","50 / 55","50 / 50","","55 / 60","40+",290,0.21132376,0.08452951,0.43610785,3.8793101183866483,4.026624014522216,"23301"
"Damon Jones","PHI","SIRP","AAA","27.5944444",,29,"55 / 55","60 / 60","","","30 / 35","35+",298,0.29127726,0.12928349,0.54765292,3.5939641941573233,3.6143013134613007,"23310"
"JP Sears","NYY","SP","AAA","26.2083333",,25,"45 / 50","50 / 50","","45 / 50","55 / 60","40",239,0.30124224,0.07039337,0.4288225,3.050208328697972,3.2256690708854547,"23429"
"Tommy Romero","TBR","MIRP","AAA","24.8222222",,32,"55 / 55","45 / 45","45 / 45","45 / 50","50 / 55","40",417.2,0.26630435,0.08454106,0.37773549,2.521151456207845,3.604746762917339,"23465"
"Ron Marinaccio","NYY","MIRP","AAA","26.8416666",,20,"55 / 60","50 / 50","","60 / 60","40 / 40","40+",150.1,0.35209003,0.09163987,0.36532508,3.113081829260049,3.185769067303936,"23488"
"Aaron Ashby","MIL","MIRP","MLB","23.9444444",47,1,"60 / 60","60 / 60","45 / 45","55 / 60","40 / 40","50",247,0.28721374,0.10400763,0.53536977,3.7530375095505493,3.1756010253501348,"23550"
"Jonathan Stiever","CHW","SP","MLB","24.9777777",,23,"45 / 45","45 / 50","45 / 45","40 / 45","50 / 50","35+",247,0.26864245,0.06118547,0.39285714,4.2631578947368425,3.5864625123770617,"24584"
"Kyle Bradish","BAL","SP","MLB","25.6444444",,7,"60 / 60","50 / 50","55 / 55","45 / 50","40 / 45","45+",216.1,0.28786251,0.10741139,0.44181818,3.7858244675342965,3.7750569776775365,"24586"
"Josh Winder","MIN","SP","MLB","25.5638888",91,4,"50 / 55","50 / 50","45 / 50","45 / 50","50 / 60","50",236.1,0.25917927,0.05291577,0.36261981,2.818049222318272,3.531125872996692,"24606"
"Ethan Roberts","CHC","SIRP","MLB","24.8333333",,30,"55 / 55","","60 / 60","","40 / 50","40",128,0.26275992,0.06238185,0.46176471,3.09375,3.2698414921644146,"24930"
"Austin Warren","LAA","SIRP","MLB","25.9972222",,20,"55 / 55","55 / 55","","40 / 40","35 / 40","40",121.1,0.29850746,0.10634328,0.49837134,4.228021158298121,3.551796810061773,"24937"
"Matt Brash","SEA","SP","MLB","23.9777777",61,0,"60 / 65","60 / 70","55 / 60","40 / 45","40 / 45","50",102.2,0.35294118,0.11294118,0.47465438,2.279220962709405,3.5112047744639647,"25756"
"Beau Brieske","DET","SP","MLB","24.0805555",,10,"50 / 50","50 / 55","45 / 45","45 / 55","45 / 50","40+",137,0.28623853,0.06605505,0.38529412,3.2189787744213247,3.958291791344756,"26079"
"Nick Lodolo","CIN","SP","MLB","24.2472222",52,2,"45 / 50","70 / 70","","45 / 55","55 / 60","50",69,0.39272727,0.04,0.50340136,2.347827125362286,2.1300225952746703,"26378"
"Reid Detmers","LAA","SP","MLB","22.8222222",43,1,"50 / 55","40 / 45","65 / 70","45 / 55","45 / 60","50",62,0.42023346,0.07392996,0.35483871,3.193548387096774,2.5604450574324975,"27468"
"Ken Waldichuk","NYY","MIRP","AA","24.3222222",,15,"60 / 65","50 / 50","45 / 45","60 / 70","45 / 50","45",158,0.375,0.1,0.38244514,2.9620259243257827,3.3558632568008395,"sa1115814"
"John Doxakis","TBR","SP","A+","23.7055555",,31,"30 / 30","50 / 55","","50 / 55","55 / 70","40",158.1,0.26971609,0.05835962,0.4764268,3.467367697050716,3.6402576303712184,"sa1115967"
"Ricky DeVito","PIT","SIRP","A+","23.7027777",,22,"50 / 50","55 / 60","45 / 45","","30 / 40","40+",69.1,0.22977346,0.10355987,0.62765957,3.2451910280886596,4.088654858319862,"sa1116003"
"Mitch Spence","NYY","MIRP","AA","23.9944444",,31,"40 / 45","60 / 60","45 / 50","30 / 40","30 / 45","35+",150,0.2599681,0.07814992,0.53768844,3.96,3.927475443383058,"sa1169885"
"Edgar Barclay","NYY","SIRP","A+","23.9416666",,38,"40 / 40","45 / 50","","55 / 60","35 / 55","35+",120.2,0.33536585,0.07113821,0.41481481,2.908840392063287,3.316024356289657,"sa1170012"
"Jayden Murray","TBR","SP","AA","25.0638888",,23,"50 / 50","60 / 60","","40 / 45","50 / 60","40+",158,0.26264274,0.05220228,0.44887781,2.2784814252397245,3.971574778020432,"sa1170405"
"Trey McGough","PIT","SP","AAA","24.0972222",,59,"50 / 50","50 / 55","45 / 45","45 / 50","45 / 50","35+",150.2,0.22312704,0.05700326,0.46501129,3.2256651596495827,3.9995605734478996,"sa1170436"
"Luis Ortiz","PIT","SIRP","AA","23.2694444",,23,"55 / 70","60 / 60","","30 / 40","30 / 50","40+",156.1,0.25256975,0.09104258,0.46778043,3.742003701321303,3.9709002438774488,"sa1172057"
"Tyler Burch","BAL","SIRP","AA","24.6722222",,40,"55 / 55","60 / 60","","","30 / 40","35+",86,0.3048433,0.06837607,0.42990654,3.4534872231969533,3.3951537049069245,"sa1172727"
"Neraldo Catalina","TBR","SIRP","A","21.8694444",,57,"65 / 70","45 / 55","","","30 / 35","35+",58.2,0.22916667,0.16319444,0.62,5.215908808279644,5.297430001855255,"sa1172730"
"Keider Montero","DET","SIRP","A+","21.8277777",,34,"50 / 55","","45 / 55","40 / 45","35 / 45","35+",208,0.21160043,0.08807734,0.45072698,3.6346153846153846,3.8447899141327695,"sa3002956"
"Helcris Olivarez","COL","SIRP","AAA","21.7388888",,19,"60 / 70","","45 / 50","40 / 50","30 / 40","40",248,0.26734505,0.13135985,0.48160535,4.354837771881337,4.374498054511371,"sa3002965"
"Ignacio Feliz","BAL","SP","A+","22.5305555",,45,"40 / 45","","50 / 55","40 / 50","40 / 50","35+",234.2,0.2446184,0.12426614,0.48829431,4.026989727396783,4.2479850979302824,"sa3002982"
"Santiago Florez","PIT","SIRP","A+","21.9861111",,51,"50 / 60","","50 / 60","","30 / 45","35+",247,0.2014652,0.11263736,0.4590846,4.481781861038409,4.657213268854054,"sa3003026"
"Jose Lopez","TBR","MIRP","AA","23.2194444",,40,"55 / 60","55 / 60","","40 / 45","35 / 40","35+",217.1,0.24318658,0.11740042,0.46570397,3.4785276887701233,4.260328213060088,"sa3003055"
"Tahnaj Thomas","PIT","SIRP","AA","22.8833333",,52,"60 / 65","45 / 50","","30 / 40","35 / 60","35+",175.2,0.24484536,0.12371134,0.41125541,4.457305325392813,4.839410836528444,"sa3003066"
"Robinson Pina","LAA","SIRP","A+","23.4388888",,35,"50 / 60","","50 / 55","40 / 45","20 / 30","35+",315.1,0.30723781,0.1225997,0.47960619,3.7959834923192264,3.666555964769661,"sa3003123"
"Steven Cruz","MIN","SIRP","AA","22.8861111",,37,"70 / 70","45 / 50","","","30 / 35","35+",144.2,0.29754601,0.15797546,0.49068323,3.981567789241757,4.233562526273991,"sa3003140"
"Calvin Faucher","TBR","SIRP","AAA","26.6166666",,34,"50 / 50","","70 / 70","","35 / 40","40",198.1,0.25602755,0.11021814,0.47583643,4.220168175453203,3.7443019476391877,"sa3004013"
"Graham Spraker","TOR","SIRP","AAA","27.125",,31,"60 / 60","","","","40 / 40","35+",299.1,0.2174616,0.07922393,0.40368098,2.8262777901903995,3.9872313192698288,"sa3004024"
"Zack Kelly","BOS","SIRP","AAA","27.1694444",,35,"60 / 60","","","55 / 60","30 / 35","35+",205,0.26352129,0.08745685,0.51498127,3.117073518751956,3.5529999556644447,"sa3004118"
"Dylan File","MIL","SP","AAA","25.9166666",,19,"40 / 40","50 / 55","50 / 50","55 / 55","55 / 60","40",403,0.204947,0.05241461,0.40829876,3.9305243635578604,3.8970116405683894,"sa3004197"
"Hunter Stratton","PIT","SIRP","AAA","25.4638888",,58,"55 / 55","50 / 50","","","30 / 35","35+",275.2,0.22545757,0.13311148,0.40689655,4.04836270116219,4.605213543810093,"sa3004216"
"Sam Delaplane","SFG","SIRP","AAA","27.1027777",,25,"60 / 60","70 / 70","","","40 / 45","40",161.1,0.40909091,0.08181818,0.46666667,2.2871891542683636,2.095081063291616,"sa3004222"
"Hagen Danner","TOR","SIRP","AA","23.5944444",,14,"60 / 60","50 / 55","","","35 / 40","40",39.1,0.2654321,0.09259259,0.38947368,2.288135098541277,4.694917803736914,"sa3004501"
"Francisco Morales","PHI","SIRP","AA","22.5194444",,13,"55 / 60","60 / 70","","35 / 45","30 / 45","40+",300.1,0.28475336,0.12855007,0.41168478,4.584906087436883,3.9819670304698236,"sa3004581"
"Drew Strotman","MIN","SP","AAA","25.6694444",,20,"50 / 50","","50 / 55","30 / 40","40 / 45","40",244,0.21133525,0.10854947,0.48823529,4.278688056338945,4.160183008292771,"sa3004584"
